,question,answer,customer,seller,time,tags
,Hm po ang ink nito pag bumili ng bago? And hm pag refill? Thanks!,"there is a chance that you can refill the cartridges when they get empty if they are still in good working condition and that you do it with proper refillng method. Refill is diy. The 2 OEM canon cartridges(designed by its manufacturer) are consumable/disposable products and have their own lifespan. If the cartridges cannot be recognized by the printer anymore even not yet been refilled then there is no need to refill. If that's the case, you need to buy new cartridge/s for the printer to work again. Anyway the refill kit is FREE, you can use it when you have other empty good working cartridges.",Joanne R. - 1  month ago,Save More Ink Refill Station. - answered within 3  hours,,"price inquiry, thanking"
,refillable na po yung ink nito?,"the 2 internal cartridges can refill, but the warranty will void.",Lyra A. - 1  month ago,Save More Ink Refill Station. - answered within 6  minutes,,specification inquiry
,available parin po ba to? oorder sana ako asap eh thanks!,yes,Ana M. - 1  month ago,Save More Ink Refill Station. - answered within 1  hour,,"availability inquiry, thanking, other"
,compatible po ba sya sa any brand ng laptop?,yes,Richard R. - 1  month ago,Save More Ink Refill Station. - answered within 22  minutes,,specification inquiry
,good day po may CISS po ba kayo nito?,no,Richard R. - 1  month ago,Save More Ink Refill Station. - answered within 22  minutes,,"opening, availability inquiry"
,Pwede sya continous?,"yes, but the warranty will void, the conversion is diy.",Cyrille P. - 1  month ago,Save More Ink Refill Station. - answered within 38  minutes,,specification inquiry
,"Kung Android naman ang gagamitin, anong gagawin? May app pa ba or derecho connect nalang thru USB?",you need to download canon selphy app so that the printer can be install your android phone via wi-fi.,Cyrille P. - 1  month ago,Save More Ink Refill Station. - answered within 1  hour,,"process inquiry, other"
,Pwede iconnect thru iPhone?,yes,Cyrille P. - 1  month ago,Save More Ink Refill Station. - answered within 1  hour,,specification inquiry
,free wifi na po cya ?,this printer can be install to your pc or android phones via Wi-Fi/Wireless set up.,Sheila - 1  month ago,Save More Ink Refill Station. - answered within 1  hour,,specification inquiry
,laser printer po ba ito sir?,no.,Princess S. - 1  month ago,Save More Ink Refill Station. - answered within 2  hours,,specification inquiry
,okie ba to if sa phone lang di na icoconnect sa pc. ? and refillable ba to ?,yes. the 2 internal cartridges can be refill but the warranty will be void.,Abegail R. - 1  month ago,Save More Ink Refill Station. - answered within 3  hours,,specification inquiry
,How much is the cost of the cartridges?,"fyi, here are the link, https://www.lazada.com.ph/products/new-genuine-canon-ink-pg-645-cl-646-for-ts3160-mg2460-i261892626-s361850126.html?spm=a2o4l.searchlist.list.11.4113469cAZs2MM&search=1, and https://www.lazada.com.ph/products/compatible-ink-cartridges-cl-646xl-and-pg-645xl-for-canon-ts3160-i266084500-s375043040.html?spm=a2o4l.searchlist.list.5.4113469cn8NTsi&search=1",Jethro J. - 1  month ago,Save More Ink Refill Station. - answered within 9  hours,,price inquiry
,Convertible ba ito to continuous ink?,"yes but the warranty will void, conversion is diy.",Jethro J. - 1  month ago,Save More Ink Refill Station. - answered within 40  minutes,,specification inquiry
,May kasama ng cartridge? Pwede bang i refill yun?,"there is a chance that you can refill the cartridges when they get empty if they are still in good working condition and that you do it with proper refillng method. Refill is diy. The 2 OEM canon cartridges(designed by its manufacturer) are consumable/disposable products and have their own lifespan. If the cartridges cannot be recognized by the printer anymore even not yet been refilled then there is no need to refill. If that's the case, you need to buy new cartridge/s for the printer to work again.",James C. - 1  month ago,Save More Ink Refill Station. - answered within 46  minutes,,specification inquiry
,Mabilis po ba na deliver.?,"your inquiry (others) is for Lazada. We at Save More ink Refill Station are not in-charge for the delivery of orders. Lazada will be the one to process and will provide courier for the delivery of all orders, you can contact and ask Lazada, fyi here is the link,  https://www.lazada.com.ph/helpcenter/how-do-i-contact-lazada-s-customer-support-ph.html?spm=a2o4l.other.0.0.3b8b6275B0R7Q3",Aira S. - 1  month ago,Save More Ink Refill Station. - answered within 52  minutes,,delivery inquiry
,usable n b to?..wala n bng ibang kailangan bilhin?..then magkano ang ink neto?..thanks.,"here is the link,  https://www.lazada.com.ph/products/compatible-ink-cartridges-cl-646xl-and-pg-645xl-for-canon-ts3160-i266084500-s375043040.html?spm=a2o4l.searchlist.list.7.fd9327e9x7Rje2&search=1",Romualdo S. - 1  month ago,Save More Ink Refill Station. - answered within 3  minutes,,"specification inquiry, price inquiry, thanking"
,ano po ink nia,"it has 2 ink cartridges, PG-645 for Black, and CL-646 for tri-color",Ana D. - 1  month ago,Save More Ink Refill Station. - answered within 10  hours,,specification inquiry
,pwede po ba to sa photopaper?,yes,rossel g. - 1  month ago,Save More Ink Refill Station. - answered within 2  hours,,specification inquiry
,mag match ba ito sa imac all desk all in one?,yes,Edgar M. - 1  month ago,Save More Ink Refill Station. - answered within 2  hours,,specification inquiry
,how much po ink usually?,"here is the link,
https://www.lazada.com.ph/products/compatible-ink-cartridges-cl-646xl-and-pg-645xl-for-canon-ts3160-i266084500-s375043040.html?spm=a2o4l.searchlist.list.7.fd9327e9x7Rje2&search=1",Miles B. - 1  month ago,Save More Ink Refill Station. - answered within 3  minutes,,price inquiry
,how to claim warranty,what is your order no.?,ake s. - 1  month ago,Save More Ink Refill Station. - answered within 52  minutes,,warranty inquiry
,may free po ba na inkjet?,no,Yvette A. - 2  months ago,Save More Ink Refill Station. - answered within 17  minutes,,promo inquiry
,small & large size coupon pde b ito,print up to legal size but copy or scan up to A4 size only including short bond paper size.,Nova F. - 2  months ago,Save More Ink Refill Station. - answered within 1  hour,,"specification inquiry, promo inquiry"
,is it compatible with asus laptop,"yes, all desktop printer's driver/installer are also downloadable.",madeleine n. - 2  months ago,Save More Ink Refill Station. - answered within 46  seconds,,specification inquiry
,anong ink po gamit dito,"here is the link,

https://www.lazada.com.ph/products/compatible-ink-cartridges-cl-646xl-and-pg-645xl-for-canon-ts3160-i266084500-s375043040.html?spm=a2o4l.searchlist.list.7.692327e9nDMWKc&search=1",Darvin S. - 2  months ago,Save More Ink Refill Station. - answered within 13  minutes,,specification inquiry
,wala panaman po ung order na sapatos kailan kaya nio.. mabibigay,that is not our products.,Aiza C. - 2  months ago,Save More Ink Refill Station. - answered within 54  minutes,,delivery complaint
,pwede sya sa phone basta may wifi?,yes,Angeline A. - 2  months ago,Save More Ink Refill Station. - answered within 60  minutes,,specification inquiry
,pwede po ba sya gamitan ng usb para maiprint un mga record ko dun,no.,Antonio L. - 2  months ago,Save More Ink Refill Station. - answered within 7  hours,,specification inquiry
,pwede po ba to ipa ciss???,"yes, but warranty will be void, conversion is diy.",Wenzhel B. - 2  months ago,Save More Ink Refill Station. - answered within 9  hours,,specification inquiry
,approximately how many pages can the color and b&w cartridges print?,"this time is our off work already, i will transfer you to our fb messenger tech support ""SaveMore Refill"" you can message them tomorrow from 9;30am onwards.",Heidee E. - 2  months ago,Save More Ink Refill Station. - answered within 17  minutes,,specification inquiry
,Can it print using mobile data sharing?,"this time is our off work already, i will transfer you to our fb messenger tech support ""SaveMore Refill"" you can message them tomorrow from 9;30am onwards.",Heidee E. - 2  months ago,Save More Ink Refill Station. - answered within 19  minutes,,specification inquiry
,continuos ink b to? if not hm ink nito? pwede b pagawa continuius ink? nag gagawa kayo? hm pagawa ?,"here is the link,

https://www.lazada.com.ph/products/compatible-ink-cartridges-cl-646xl-and-pg-645xl-for-canon-ts3160-i266084500-s375043040.html?spm=a2o4l.searchlist.list.5.37993ffcujipKK&search=1",Dexter V. - 2  months ago,Save More Ink Refill Station. - answered within 28  minutes,,"specification inquiry, price inquiry"
,what if maubusan po ng ink..san po pwede magparefill? san po pwede makabili ng ink.?,"here is the link,

https://www.lazada.com.ph/products/new-genuine-canon-ink-pg-645-cl-646-for-ts3160-mg2460-i261892626-s361850126.html?spm=a2o4l.searchlist.list.5.69fc27e9To8npK&search=1",Merry R. - 2  months ago,Save More Ink Refill Station. - answered within 59  minutes,,inquiry (others)
,may kasama na po ba tong ink pag binili po? mabilis lang po ba hanapin ang ink nito..sorry po first time lang po bibili ng printer..thank u,with 2 new initial canon ink cartridges included in the box.,Merry R. - 2  months ago,Save More Ink Refill Station. - answered within 13  minutes,,"request, inquiry (others), thanking"
,pwede po ba ipa countinues ko n sa inyo to dadagdagan ko nlang ng byad..,as of now we don't yet have ciss kit for this model.,King w. - 2  months ago,Save More Ink Refill Station. - answered within 3  hours,,specification inquiry
,anung size po ang copy nya?at magkno ink po nitong printer?,copy/scan up to a4 size including short bond paper size.,narciso a. - 2  months ago,Save More Ink Refill Station. - answered within 2  hours,,"inquiry (others), specification inquiry, specification inquiry"
,bakit po mag mura?2nd hand po b yan,no,Eisle C. - 2  months ago,Save More Ink Refill Station. - answered within 1  hour,,"specification inquiry, price inquiry"
,Compatible po ba ito sa acer netbook?,"yes,   all printer's driver/installer are also downloadable.",Adabel B. - 2  months ago,Save More Ink Refill Station. - answered within 25  minutes,,specification inquiry
,may kailangan pabng bilhin pag papalitan ng ciss ?,yes,sadfsafg - 2  months ago,Save More Ink Refill Station. - answered within 30  minutes,,inquiry (others)
,ask lang kung madali lang poba mahanap yung ink nyN CL-646,"here is the link,

https://www.lazada.com.ph/products/compatible-ink-cartridges-cl-646xl-and-pg-645xl-for-canon-ts3160-i266084500-s375043040.html?spm=a2o4l.searchlist.list.5.5fee27e95rYkug&search=1",sadfsafg - 2  months ago,Save More Ink Refill Station. - answered within 12  minutes,,"inquiry (others), inquiry"
,does this work with macbook air? thank you,yes,Elizabeth L. - 2  months ago,Save More Ink Refill Station. - answered within 8  minutes,,"specification inquiry, thanking"
,*continues ink po ba yan?,no,Eunice M. - 2  months ago,Save More Ink Refill Station. - answered within 9  minutes,,specification inquiry
,continous ink po ba yan?,no.,Eunice M. - 2  months ago,Save More Ink Refill Station. - answered within 10  minutes,,specification inquiry
,helo po .gud am pag mg order ako.ilan days kaya pag nsa zambo. city?,"fyi, here is the link to your inquiry (others), https://www.lazada.com.ph/helpcenter/when-will-i-receive-my-item-ph.html?spm=a2o4l.helpcenter.0.0.22eeb0642yAODJ",Josephine E. - 2  months ago,Save More Ink Refill Station. - answered within 55  minutes,,"opening, delivery inquiry"
,how long po yung warranty?,Lazada gives 7 days replacement warranty and our shop Save More ink Refill Station gives 1year service warranty for the printer. Internal oem cartridges have no warranty because these are disposable products and have their own lifespan.,ArYhanie R. - 2  months ago,Save More Ink Refill Station. - answered within 2  hours,,warranty inquiry
,pwede bang ipa CISS  yan,"yes, but the warranty will be void, conversion is diy.",Mhavy D. - 2  months ago,Save More Ink Refill Station. - answered within 9  hours,,specification inquiry
,"magkano po ang ink 
?","here is the link,

https://www.lazada.com.ph/products/compatible-ink-cartridges-cl-646xl-and-pg-645xl-for-canon-ts3160-i266084500-s375043040.html?spm=a2o4l.searchlist.list.5.430f27e9ePigcV&search=1",winnie q. - 2  months ago,Save More Ink Refill Station. - answered within 2  hours,,price inquiry
,refillable ba ang ink nito? or simple cartridge lang? How many bondpapers to print in one cartridge?,"there is a chance that you could refill the print head cartridges when they get empty if they are still in good working condition and that you do it with proper refillng method. Refill is diy. The 2 OEM canon print head cartridges(designed by its manufacturer) are consumable/disposable products and have their own lifespan. If the print head cartridges cannot be recognized by the printer anymore even not yet been refilled then there is no need to refill. If that's the case, you need to buy new print head cartridge/s to make the printer work again.",Jerome P. - 2  months ago,Save More Ink Refill Station. - answered within 6  minutes,,specification inquiry
,"bluetooth mode, pwede po ba","no, but with wifi function.",Susana F. - 2  months ago,Save More Ink Refill Station. - answered within 17  minutes,,specification inquiry
,continues ink p b yn,no.,Rhedon c. - 2  months ago,Save More Ink Refill Station. - answered within 2  hours,,specification inquiry
,pwde b cya lagyan ng ciss ink tank or mron n cya ink tank?,"yes, but the warranty will void, conversion is diy.",Rodzkie G. - 2  months ago,Save More Ink Refill Station. - answered within 9  hours,,"v, specification inquiry"
,Pwede po ba sya sa android phone?,yes thru its wifi function.,Jr. C. - 2  months ago,Save More Ink Refill Station. - answered within 53  minutes,,specification inquiry
,Hi. anong type of sticker ang pwede sa printer?,Glossy photo sticker paper.,Edward D. - 2  months ago,Save More Ink Refill Station. - answered within 1  hour,,"opening, specification inquiry"
,If I order will you give me a unit in 100% working condition?  Mahirap po kasi magsauli at hassle. Thanks.,We test it and securely packed the ordered item before proceed to ship.,Aileen U. - 2  months ago,Save More Ink Refill Station. - answered within 3  hours,,"inquiry (others), expression, thanking, inquiry"
,pwede po ba to sa laptop na windows 10?,"yes, all desktop printer's driver/installer are also downloadable.",Enelegna Z. - 2  months ago,Save More Ink Refill Station. - answered within 27  minutes,,specification inquiry
,is this possible to print sticker paper? thanks.,is your sticker paper inkjet printer compatible?,Journeyline T. - 2  months ago,Save More Ink Refill Station. - answered within 28  minutes,,"specification inquiry, thanking"
,Pwede sa laptop na zed air,what is the OS of your laptop?,Jinky M. - 2  months ago,Save More Ink Refill Station. - answered within 5  minutes,,specification inquiry
,have a bluetooth?,"no, but with wifi function.",Margie O. - 2  months ago,Save More Ink Refill Station. - answered within 15  minutes,,specification inquiry
,Plug n play ba sya,"this printer comes with cd installer/driver, but all printer's driver/installer are also downloadable.",Jinky M. - 2  months ago,Save More Ink Refill Station. - answered within 27  minutes,,specification inquiry
,Hindi macopy yung link,copy and paste to your browser then clock enter.,Jomari B. - 2  months ago,Save More Ink Refill Station. - answered within 7  hours,,other
,Continues po ba ang ink nito?,no,Sarah S. - 2  months ago,Save More Ink Refill Station. - answered within 33  minutes,,specification inquiry
,pasend po link kung saan makabili ng ink and magkano. dko macopy. thanks!,"here is the link,

https://www.lazada.com.ph/products/compatible-ink-cartridges-cl-646xl-and-pg-645xl-for-canon-ts3160-i266084500-s375043040.html?spm=a2o4l.searchlist.list.7.5acc27e9ZekdM8&search=1",Adrian V. - 2  months ago,Save More Ink Refill Station. - answered within 6  minutes,,"request, thanking"
,may kasama napo siang ink ready to use napoba sia?,"yes, with 2 new initial canon ink cartridges included in the box.",helen l. - 2  months ago,Save More Ink Refill Station. - answered within 35  minutes,,specification inquiry
,pwede poba econnect sa oppo phone,"yes, with wifi function.",helen l. - 2  months ago,Save More Ink Refill Station. - answered within 18  minutes,,specification inquiry
,magkano po ang ink cartridge sa printer na po ito?,"here is the link,

https://www.lazada.com.ph/products/compatible-ink-cartridges-cl-646xl-and-pg-645xl-for-canon-ts3160-i266084500-s375043040.html?spm=a2o4l.searchlist.list.7.4af427e96XGJyF&search=1",Jovan J. - 2  months ago,Save More Ink Refill Station. - answered within 5  hours,,price inquiry
,paano po ba ma convert ito kung mag refill ako ng ink sa mismong cartridge niya po?,conversion is diy.,Jovan J. - 2  months ago,Save More Ink Refill Station. - answered within 5  hours,,process inquiry
,anong phone compatible,any phone with wifi function.,Bernadette A. - 2  months ago,Save More Ink Refill Station. - answered within 8  minutes,,specification inquiry
,my waranty ba to? pano sya gagamitin? anong phone ang compatible?,with wifi function.,Bernadette A. - 2  months ago,Save More Ink Refill Station. - answered within 2  hours,,"warranty inquiry, process inquiry, specification inquiry"
,gagamitin ko lang sana to for school.. how many pages per cartridge ba ang capacity nito? can you give a link for a black and white only cartridge.. thank you,approx. 180 pages full color graphics or text by 100% coverage of whole page.,RICHEL T. - 2  months ago,Save More Ink Refill Station. - answered within 56  minutes,,"inquiry (others), thanking, specification inquiry, specification inquiry"
,it is colored?,yes.,Angela E. - 2  months ago,Save More Ink Refill Station. - answered within 2  minutes,,specification inquiry
,Can it be converted to CISS?,"yes but the warranty will void, conversion is diy.",Jeffrey C. - 2  months ago,Save More Ink Refill Station. - answered within 7  minutes,,specification inquiry
,Can we install continuous ink system on this particular unit?,"yes but the warranty will void, conversion is diy.",Geronimo V. - 2  months ago,Save More Ink Refill Station. - answered within 58  minutes,,specification inquiry
,what ink compatible with this canon?,"here is the link,

https://www.lazada.com.ph/products/compatible-ink-cartridges-cl-646xl-and-pg-645xl-for-canon-ts3160-i266084500-s375043040.html?spm=a2o4l.searchlist.list.7.3d2027e9wKhiYH&search=1",Jemar A. - 2  months ago,Save More Ink Refill Station. - answered within 14  minutes,,specification inquiry
,"glossy,photo paper etc",is your glossy photo paper inkjet printer compatible?,hilario p. - 2  months ago,Save More Ink Refill Station. - answered within 41  minutes,,"backchannel, other"
,"glossy,photo paper etc",is your glossy photo paper inkjet printer compatible?,hilario p. - 2  months ago,Save More Ink Refill Station. - answered within 42  minutes,,"backchannel, other"
,pwede mag print ng diff type of paper,like what paper do you have?,hilario p. - 2  months ago,Save More Ink Refill Station. - answered within 12  minutes,,specification inquiry
,is this available in continuous ink?,as of now we don't  yet have ciss kit for ts3160,Ruth V. - 2  months ago,Save More Ink Refill Station. - answered within 10  minutes,,specification inquiry
,usually hm po ung ink refill nya?? my mga compatible inks ba aside from original inks? thanks?,"here is the link,

https://www.lazada.com.ph/products/compatible-ink-cartridges-cl-646xl-and-pg-645xl-for-canon-ts3160-i266084500-s375043040.html?spm=a2o4l.searchlist.list.7.2ce6469cqfYXPC&search=1",Jm B. - 2  months ago,Save More Ink Refill Station. - answered within 12  minutes,,"price inquiry, specification inquiry, thanking"
,what printer model avail for PG 545 and CL 546?,sorry we don't have that.,leslie g. - 2  months ago,Save More Ink Refill Station. - answered within 15  minutes,,inquiry (others)
,cartridges model PG 545 and CL 546 compatible on this printer?,no,leslie g. - 2  months ago,Save More Ink Refill Station. - answered within 31  minutes,,specification inquiry
,pwede po ba ipa ciss to,"yes but the warranty will void, conversion is diy.",Sheila r. - 2  months ago,Save More Ink Refill Station. - answered within 2  minutes,,specification inquiry
,may free cartridge na po kasama?,with 2 new initial canon ink cartridges included in the box.,Thea G. - 2  months ago,Save More Ink Refill Station. - answered within 31  minutes,,specification inquiry
,compatible  din ba ito sa android phone,yes thru its wifi function.,dante d. - 2  months ago,Save More Ink Refill Station. - answered within 2  hours,,specification inquiry
,hindi ba sya ciss paano kapag naubos na ang ink ano ito refillable o change cartridge,"there is a chance that you could refill the print head cartridges when they get empty if they are still in good working condition and that you do it with proper refillng method. Refill is diy. The 2 OEM canon print head cartridges(designed by its manufacturer) are consumable/disposable products and have their own lifespan. If the print head cartridges cannot be recognized by the printer anymore even not yet been refilled then there is no need to refill. If that's the case, you need to buy new print head cartridge/s to make the printer work again.",dante d. - 2  months ago,Save More Ink Refill Station. - answered within 2  hours,,specification inquiry
,paano yung sa wifi..pano ma piprint?,this product comes with complete accessories including the USER MANUAL/GUIDE.,Grace M. - 2  months ago,Save More Ink Refill Station. - answered within 18  minutes,,process inquiry
,pwede po sa iphone?,yes through its wifi function.,Eia M. - 2  months ago,Save More Ink Refill Station. - answered within 10  hours,,specification inquiry
,hm ang ink nito ?,"here is the link,

https://www.lazada.com.ph/products/compatible-ink-cartridges-cl-646xl-and-pg-645xl-for-canon-ts3160-i266084500-s375043040.html?spm=a2o4l.searchlist.list.7.1b3f469c6l1aug&search=1",Mary R. - 2  months ago,Save More Ink Refill Station. - answered within 11  hours,,price inquiry
,pwede ba to sa Photo paper? d ba mg fade ang kulay ??,yes,Dhen C. - 2  months ago,Save More Ink Refill Station. - answered within 2  hours,,specification inquiry
,meron po ba kayong pwede e scan yung longsized,"just to remind you, all printers that are capable to scan or copy long bond paper size are pricey.",Sugar S. - 2  months ago,Save More Ink Refill Station. - answered within 5  hours,,specification inquiry
,anung printer ang pwede s cp?,this printer is with wifi function.,MARIEL A. - 2  months ago,Save More Ink Refill Station. - answered within 50  minutes,,product recommendation request
,pwede mag print using android phone through wifi connection???,yes.,Gem B. - 2  months ago,Save More Ink Refill Station. - answered within 3  hours,,specification inquiry
,gano naman po katagal magwork un print head cartridges ?,"there is a chance that you can refill the cartridges when they get empty if they are still in good working condition and that you do it with proper refillng method. Refill is diy. The 2 OEM canon cartridges(designed by its manufacturer) are consumable/disposable products and have their own lifespan. If the cartridges cannot be recognized by the printer anymore even not yet been refilled then there is no need to refill. If that's the case, you need to buy new cartridge/s for the printer to work again.",maryjane f. - 2  months ago,Save More Ink Refill Station. - answered within 4  hours,,"inquiry (others), specification inquiry"
,wat printer po ang my wifi na ciss n din na epson,"here is the link,

https://www.lazada.com.ph/products/epson-expression-home-xp-235-3-in-1-wi-fi-printer-w-cis-filled-w-inks-i232385469-s313561846.html?spm=a2o4l.searchlist.list.3.17fc621a83acJd&search=1",Ma. C. - 2  months ago,Save More Ink Refill Station. - answered within 2  hours,,product recommendation request
,Convertible po b ito to continuous ink?!kasabay po.ang installer/driver nito sa package?,yes,elsa O. - 2  months ago,Save More Ink Refill Station. - answered within 17  minutes,,specification inquiry
,compatible in windows 10?,"yes, all printer's driver/installer are also downloadable.",YAng O. - 2  months ago,Save More Ink Refill Station. - answered within 1  hour,,specification inquiry
,continuoa ink b to?,no,elaine r. - 2  months ago,Save More Ink Refill Station. - answered within 26  minutes,,specification inquiry
,sir ano pong ink cratridge gamit nito and how much po,"here is the link,

https://www.lazada.com.ph/products/compatible-ink-cartridges-cl-646xl-and-pg-645xl-for-canon-ts3160-i266084500-s375043040.html?spm=a2o4l.searchlist.list.7.5c9e27e9iK3zco&search=1",Mark L. - 2  months ago,Save More Ink Refill Station. - answered within 10  minutes,,"specification inquiry, price inquiry"
,pwd dn po ba siya sa bluetooth?,no,Lira B. - 2  months ago,Save More Ink Refill Station. - answered within 3  hours,,specification inquiry
,may kasama n po b cartridge,yes,Ronaldo s. - 2  months ago,Save More Ink Refill Station. - answered within 7  hours,,specification inquiry
,pwede po ba magprint sa transfer paper,no.,Jhon W. - 2  months ago,Save More Ink Refill Station. - answered within 10  hours,,specification inquiry
,Kaya ba mag print to sa long band paper?,print yes but copy or scan up to a4 size only including short bond paper size.,Grace M. - 2  months ago,Save More Ink Refill Station. - answered within 59  minutes,,specification inquiry
,pwede po va magprint ng long and short bond paper,print yes but copy or scan up to a4 size only including short bond paper size.,Richestel M. - 2  months ago,Save More Ink Refill Station. - answered within 3  hours,,specification inquiry
,"Ano po ink nito and how much is the ink? Thanks,","here is the link,

https://www.lazada.com.ph/products/compatible-ink-cartridges-cl-646xl-and-pg-645xl-for-canon-ts3160-i266084500-s375043040.html?spm=a2o4l.searchlist.list.11.717427e9RPzU1v&search=1",Catherine F. - 2  months ago,Save More Ink Refill Station. - answered within 5  hours,,"specification inquiry, price inquiry, thanking"
,"good pm, pwede pangxerox",yes,Belenbb - 2  months ago,Save More Ink Refill Station. - answered within 53  minutes,,"opening, specification inquiry"
,can i convert it to CISS?,"yes but the warranty will void, conversion is diy.",leo a. - 2  months ago,Save More Ink Refill Station. - answered within 3  hours,,specification inquiry
,may i ask.. pwede mag print thru wifi? pano po un? thank u..,this printer is brand new with complete accessories including the USER MANUAL/GUIDE.,ivymay p. - 2  months ago,Save More Ink Refill Station. - answered within 3  hours,,"opening, specification inquiry, process inquiry, thanking"
,pwede ba yan sa hotspot ng cp?,yes,Michael A. - 2  months ago,Save More Ink Refill Station. - answered within 2  hours,,specification inquiry
,kaya po ba Nitong magscan hanggang long bond paper?,sorry no. up to A4 size paper only.,Joyce A. - 2  months ago,Save More Ink Refill Station. - answered within 10  hours,,specification inquiry
,how much is the ink?,"here is the link,

https://www.lazada.com.ph/products/compatible-ink-cartridges-cl-646xl-and-pg-645xl-for-canon-ts3160-i266084500-s375043040.html?spm=a2o4l.searchlist.list.11.5d2427e9zXLF7v&search=1",Immanuel S. - 2  months ago,Save More Ink Refill Station. - answered within 40  minutes,,price inquiry
,Can it support print from iPhone? Thanks.,yes through its wifi function.,April M. - 2  months ago,Save More Ink Refill Station. - answered within 54  minutes,,"specification inquiry (others), thanking, specification inquiry, thanking"
,anong ciss,continuous ink supply system or ink tank system.,khezel a. - 2  months ago,Save More Ink Refill Station. - answered within 3  minutes,,definition inquiry
,bakit napamahal pa ako? kaya nga ako umorder para mapamura eh,"this printer is without ciss, the price is 2990php.",khezel a. - 2  months ago,Save More Ink Refill Station. - answered within 15  minutes,,"price complaint, other"
,wifi na po ba eto,yes,Itan T. - 2  months ago,Save More Ink Refill Station. - answered within 2  hours,,specification inquiry
,May xerox po ba sya?,yes,Dennis M. - 2  months ago,Save More Ink Refill Station. - answered within 7  minutes,,specification inquiry
,gudpm po! May xerox po ba sya at refillable po ba?,"there is a chance that you can refill the print head cartridges when they get empty if they are still in good working condition and that you do it with proper refillng method. Refill is diy. The 2 OEM canon print head cartridges(designed by its manufacturer) are consumable/disposable products and have their own lifespan. If the print head cartridges cannot be recognized by the printer anymore even not yet been refilled then there is no need to refill. If that's the case, you need to buy new print head cartridge/s to make the printer work again.",Dennis M. - 2  months ago,Save More Ink Refill Station. - answered within 20  minutes,,"opening, specification inquiry"
,Kaya nya b iprint ung sticker paper,is your sticker paper inkjet printer compatible? are the printed stickers for out door use?,Jessica A. - 2  months ago,Save More Ink Refill Station. - answered within 4  hours,,specification inquiry
,hp window 1o amon laptop ok ni xia?,?,zyl D. - 2  months ago,Save More Ink Refill Station. - answered within 1  hour,,specification inquiry
,continous ink b ito?may feeder b o pwede long para s xerox,not continuous ink.,maribelle a. - 2  months ago,Save More Ink Refill Station. - answered within 2  hours,,specification inquiry
,may iba pa bang model with wifi connection?,this is the cheapest one among other models with wifi function.,Gerry G. - 2  months ago,Save More Ink Refill Station. - answered within 21  minutes,,product recommendation request
,how much the shipping cost,"you could try to place your order, if the sf is too much for you then you can cancel anyway.",Ma. C. - 2  months ago,Save More Ink Refill Station. - answered within 44  minutes,,price inquiry
,Can I use it with Android phones?,yes thru its wifi function.,Alex S. - 3  months ago,Save More Ink Refill Station. - answered within 10  hours,,specification inquiry
,"2,990 na lang ang price ng product?","your inquiry (others) is for Lazada. We at Save More ink Refill Station are not in-charge for the delivery of orders. Lazada will be the one to process and will provide courier for the delivery of all orders, you can contact and ask Lazada, fyi here is the link,  https://www.lazada.com.ph/helpcenter/how-do-i-contact-lazada-s-customer-support-ph.html?spm=a2o4l.other.0.0.3b8b6275B0R7Q3",Angelica G. - 3  months ago,Save More Ink Refill Station. - answered within 13  minutes,,price inquiry
,"2,990 na po talaga sya wala ng ibang babayaran ?","your inquiry (others) is for Lazada. We at Save More ink Refill Station are not in-charge for the delivery of orders. Lazada will be the one to process and will provide courier for the delivery of all orders, you can contact and ask Lazada, fyi here is the link,  https://www.lazada.com.ph/helpcenter/how-do-i-contact-lazada-s-customer-support-ph.html?spm=a2o4l.other.0.0.3b8b6275B0R7Q3",Angelica G. - 3  months ago,Save More Ink Refill Station. - answered within 33  minutes,,price inquiry
,Refillable ba ito or original ink lang pwede ilagay?,"there is a chance that you can refill the cartridges when they get empty if they are still in good working condition and that you do it with proper refillng method. Refill is diy. The 2 OEM canon cartridges(designed by its manufacturer) are consumable/disposable products and have their own lifespan. If the cartridges cannot be recognized by the printer anymore even not yet been refilled then there is no need to refill. If that's the case, you need to buy new cartridge/s for the printer to work again.",winnie r. - 3  months ago,Save More Ink Refill Station. - answered within 60  minutes,,specification inquiry
,what if maubos na ang ink. what shoukd be done?,the print head  ink cartridges for TS3160 are also available at shopee.,Blessie C. - 3  months ago,Save More Ink Refill Station. - answered within 1  hour,,process inquiry
,Usually po gaano katagal ang dating ng item sa nag order?,"fyi here is the link,

https://www.lazada.com.ph/helpcenter/when-will-i-receive-my-item-ph.html?spm=a2o4l.helpcenter.0.0.3484b064LrVS8A",Xyra J. - 3  months ago,Save More Ink Refill Station. - answered within 2  hours,,delivery inquiry
,pwede bayan ma bluetooth sa cellphone at print,not bluetooth but with wifi/wireless function.,Sean X. - 3  months ago,Save More Ink Refill Station. - answered within 18  minutes,,specification inquiry
,pwede po ba ito ipaconvert to ciss?,"yes but the warranty will void, conversion is diy.",Nicole N. - 3  months ago,Save More Ink Refill Station. - answered within 4  minutes,,specification inquiry
,any android phone po b pwede mgprint jan?tulang po nang sumsung prime?,yes,Lucky L. - 3  months ago,Save More Ink Refill Station. - answered within 3  minutes,,specification inquiry
,Hi! May ink na po ba? And need pa ba namin ilagay cartridge sa loob or nakalagay na?,with 2 new initial canon ink cartridges included in the box.,Maria X. - 3  months ago,Save More Ink Refill Station. - answered within 4  hours,,"opening, specification inquiry"
